uuid,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31
22cae2c0-6e8e-4f2f-9979-a337e5ddb6fb,-340.8657227,48.11033249,-38.74279785,23.87629318,-32.31277084,12.52663517,-13.46864605,-8.448254585,-21.27622032,0.755614936,-0.150991946,-15.67252731,-0.43213737,0.444279373,0.44283247,0.441979349,0.467645198,0.484030634,0.473979145,0.511152983,0.556031704,0.594597757,0.516787589,0.420929074,0.402739018,15.31199495,11.15327925,14.13043577,15.46363447,17.94943707,18.2317481,53.77036858
6df9f8e1-4b9f-4576-aa5d-ebfcc75e0c69,-807.4785156,21.43824577,-18.09506416,5.69685173,-9.697896957,-2.461939096,-1.99195075,-6.98084259,-3.187555075,-1.711842775,-0.170454919,-0.559829175,-0.758588195,0.137030333,0.146353126,0.153757498,0.146316424,0.156046867,0.166329935,0.136794627,0.115567148,0.14798598,0.133497879,0.101926483,0.119852975,10.36600722,9.827224474,10.51653561,11.08941437,10.76708634,12.43694032,18.21304102
98fd985d-f942-4e2e-baf3-fc896c6fc673,-839.1993408,89.03352356,-13.18806553,-11.1977005,-1.877927899,7.883188725,5.014214039,3.475850582,-11.38838005,-14.10627842,-4.921155453,4.952875137,2.557682037,0.567373216,0.636818767,0.692911863,0.710821211,0.637597382,0.478464633,0.403924733,0.377933443,0.322898418,0.377976775,0.376264602,0.463842303,12.42134699,10.94241845,13.25205595,15.00242804,15.27927421,14.00605273,45.77435337
c709f3fb-d5a4-4545-9319-bc36241ea75f,-398.5236816,111.2553101,4.609759331,21.04798889,-7.657136917,-15.31302834,-32.02341461,-28.52864456,-18.67214203,-17.82616997,-6.319710255,-6.541826248,5.432492256,0.304124266,0.292883575,0.25152427,0.281982392,0.306959718,0.198766693,0.167736322,0.257235229,0.276004851,0.459150493,0.43982181,0.415955096,18.19694904,14.62606792,21.77350634,16.60629604,19.51548699,18.75490704,52.83665165
469bdfab-4b91-4528-862d-19eae039b5d9,-222.0458984,80.78610229,-6.057048321,0.34902221,-12.40374565,-4.449079514,-7.078597069,-6.802763462,5.134805202,-0.353329629,-12.93536949,-7.858110428,-2.659621954,0.364956051,0.336277634,0.230037674,0.230490193,0.203217313,0.248421058,0.357938498,0.401726663,0.352231979,0.467224628,0.504662514,0.42752552,16.45290538,15.12526072,16.83494843,17.98664425,18.87314218,19.32065384,46.97442831
0cb74311-3d2e-416b-bb5b-bed7615c2478,-541.8725586,31.37786674,-9.334937096,6.860834599,-1.690680742,6.637644768,-6.972071171,-5.681317806,-3.092658281,1.347182631,0.723265946,0.936098874,2.77591157,0.652209401,0.574511468,0.456984967,0.413785666,0.307964176,0.2906304,0.305803359,0.374779582,0.507383764,0.576684415,0.636055529,0.691869557,14.43013523,13.66300399,15.20782575,15.43845153,16.48882522,16.81553174,49.2611481
8d18bb66-5a47-486b-bcdb-2bb410725d4f,-451.9615479,58.22209549,8.971200943,11.56286335,-4.337014198,7.961567879,8.66204834,1.289732575,-3.677135944,-5.326319218,-3.330512285,-4.598042011,-3.947428226,0.618937075,0.628544629,0.613307893,0.530537665,0.468903065,0.469421774,0.46551609,0.49227795,0.518770635,0.505525053,0.604298532,0.629399478,16.51815326,12.0832594,13.25469078,13.89024731,15.66240028,16.99992521,40.42230782
d85e1b27-4e54-4de2-9f6a-2e66eda131e6,-401.0480347,41.24541092,-9.490066528,0.003281546,-8.892466545,-6.771158218,3.856780767,-9.295310974,-10.15034962,2.511079788,-6.466514111,-2.816100359,0.769595206,0.391763896,0.37887162,0.375902295,0.463815659,0.556701422,0.577072024,0.397438228,0.389211714,0.396648318,0.436637402,0.428924382,0.398885071,17.42523529,11.99689852,13.93437998,15.45823874,17.93547788,20.77567897,40.28984777
3b9edc5a-f9df-4923-8b8a-13cd04647ca5,-890.3643799,58.05002975,-7.855878353,12.07948112,-7.638980389,-0.176429853,-5.975446224,1.895908594,-4.987720013,-0.854383826,-2.929985285,-0.363730013,-1.838297009,0.626068771,0.670833468,0.781831741,0.67362088,0.673654318,0.644191921,0.641111493,0.677760839,0.650300145,0.617154777,0.577094734,0.631011486,12.44909784,10.71057246,12.82749387,13.36053095,14.22740163,14.50677449,46.20662811
b491e80b-9465-4a03-ad7f-288af67d48d6,-630.7770386,13.07613564,-1.207312346,5.715363026,-3.946979523,3.055214405,-6.024981499,2.55307126,-0.014017302,-0.738638997,-0.530132651,-2.750828505,-1.192188263,0.098644018,0.093445987,0.09033107,0.089453526,0.109883323,0.121410213,0.111908972,0.090826415,0.078308061,0.087654829,0.099972263,0.105960034,13.31111843,12.56029004,12.72464737,13.29729648,13.56982405,13.56970324,20.09085705
e22f80eb-5fa3-4a1a-9f58-8d9c56d88fae,-429.1538391,66.66034698,-10.6530838,-1.482934117,-15.78921413,-0.786530733,-8.872572899,-6.741385937,-6.752824783,-2.077929258,-10.77313614,-5.62839365,6.304300785,0.532934129,0.479603589,0.532489061,0.552560151,0.428942144,0.354792774,0.392292827,0.541616201,0.488078445,0.581633508,0.585736334,0.611252606,18.40674253,12.03470302,14.35490431,16.185346,18.25915177,19.10025842,47.13564978
11c0a722-2242-4b57-b8db-287b2aef3ee7,-507.7247314,21.40439987,-12.13644409,10.39555931,-9.62166214,3.208088636,-8.318705559,-4.269406796,-2.619296551,1.113049984,-6.236357212,-5.925782204,-2.230302334,0.582857013,0.572774053,0.485240191,0.467639476,0.428325593,0.449567527,0.539263666,0.56626904,0.604395449,0.551079512,0.485449225,0.491781443,17.08247087,11.42122716,13.8708624,15.08769389,17.18432018,17.78980029,44.59472414
e3fa9146-d1bc-450a-8d7a-24ebfeca24bf,-423.3587646,42.27735901,-0.716337025,15.20593166,-9.917095184,6.188055992,-15.48938847,0.107155681,-10.80300713,-8.180766106,-4.439772606,-7.544540405,-5.488797188,0.405135244,0.436701775,0.306203604,0.304501802,0.259875447,0.255894542,0.295653999,0.366085023,0.363804013,0.342625141,0.31410107,0.319859982,15.51802565,14.62473581,16.14785091,17.62435321,19.44770085,21.28587277,49.59195798
90d19009-344d-4ffc-a999-56fc6dbf29a6,-349.8175049,48.6385994,-3.914755106,11.37527847,-16.51381683,20.76506805,-15.9431076,-4.300914288,-7.955557346,-0.913280487,5.528616428,-3.865134954,0.556680262,0.349614292,0.317999065,0.305065125,0.330743253,0.340587229,0.365968853,0.398992181,0.381937832,0.360905498,0.344343007,0.365348279,0.360083938,14.9191403,11.48914686,13.54368601,14.31065719,16.08011939,16.96307502,40.75912634
37aaad0f-d3ca-4c39-adec-33621d1be3fa,-272.1631775,78.57049561,-4.306408405,43.44678497,-33.1484375,14.80952644,-15.93001366,10.12013531,-19.99504662,-8.297951698,0.514306962,-11.44029713,6.338579655,0.292039514,0.297671914,0.359312028,0.401978016,0.422531992,0.433889985,0.426552951,0.336697906,0.349160939,0.336152613,0.322620094,0.328644484,19.1386025,13.5458136,18.53695202,18.18699829,21.7311762,23.28395891,65.77817468
c97e3d67-1dcc-4357-97e4-7022e4989bea,-471.2991638,33.98165512,5.678798199,2.724467039,-0.532204926,5.367658138,2.424589396,0.631323338,-4.296806335,-4.17594862,-4.031430721,-4.234697819,-5.069047928,0.396589726,0.469017714,0.726168394,0.737166584,0.598372936,0.411072552,0.391257107,0.40095979,0.335529327,0.314553469,0.311557621,0.352452636,21.49305946,12.06471533,13.57058096,15.05327712,17.03417542,18.17690788,41.0703568
7e8b7fda-0d79-40e1-a846-d48446c47ea0,-430.8706665,23.12448692,2.055187464,0.294630617,-3.347144365,0.240812153,-3.149040699,-2.44033289,-1.579156041,-3.934880018,-0.511309087,-0.95192343,-2.016477346,0.655465841,0.68584013,0.500052869,0.558904052,0.568990529,0.517616212,0.480044663,0.477250963,0.466342598,0.481797278,0.497219205,0.583608031,16.36372593,10.94963554,14.60282364,13.61163656,14.82810844,15.89994476,39.75316289
2e72c3de-2b5d-49c7-bb7a-702bff64f1ad,-427.4484558,39.36201477,-16.84082985,8.114512444,-23.02551842,9.653370857,-17.11632156,1.348390698,-8.047948837,-1.127768278,-2.372532368,-7.939349651,-0.111685053,0.179330826,0.190814018,0.195106342,0.211091787,0.204488441,0.229739904,0.261437505,0.247161672,0.229891151,0.237155855,0.212883711,0.177128434,13.44581023,12.76838409,14.54413014,14.4734894,16.02027613,15.10060851,37.75164089
bcb6c957-c62c-4e7b-91a3-8e28ed788b5b,-329.1292114,54.31806946,-56.91619492,15.76852036,-23.99769592,-0.061903331,-10.23312473,-0.174364194,-1.163588166,-1.449662447,-4.779886246,-8.55958271,0.512619078,0.389081985,0.319285423,0.321927488,0.261012852,0.2630077,0.31478557,0.330088884,0.327376962,0.340154856,0.323805243,0.38053143,0.456178457,16.11864248,13.17901891,15.83163852,15.58447666,17.92770997,19.37795191,47.12768892
1dd8149b-31c0-426f-8aee-881883caf84c,-566.5065308,68.11851501,13.0509119,8.160225868,3.716323853,3.891241789,-1.266908765,-5.243115902,-4.480062485,-6.088509083,-7.272191525,-7.894591331,-5.213834286,0.490393788,0.572731316,0.633741617,0.667825401,0.691528738,0.556234419,0.467590094,0.462837934,0.584881008,0.626569927,0.466247499,0.486190736,17.94399877,10.59757441,14.45988349,13.54311977,15.46899779,15.3725013,41.55588475
bbeace1e-d580-4ac7-8df1-e27361a914d3,-758.2296143,57.83409882,-13.97415829,36.81910324,-19.17398834,24.26686859,-16.45735168,13.12318611,-5.583069324,6.702379704,-3.876446009,0.353473008,1.370221734,0.620046258,0.607211411,0.617140889,0.643020809,0.634218574,0.65647763,0.637005985,0.701989472,0.734289706,0.704171419,0.702645779,0.630376279,11.45869081,10.63966851,12.38761031,13.23387808,14.08952563,14.17080469,54.7865428
ab8a9321-4679-43d1-9606-0bf1beeadbb8,-510.3581543,59.51071167,1.70344317,6.00267601,-15.49008942,9.603469849,-4.785348415,0.712108016,4.203522682,2.26270318,-3.663094044,-8.890228271,-4.653785706,0.099005044,0.106060416,0.07091178,0.083798148,0.181692883,0.411791742,0.621995091,0.37531209,0.259408593,0.305974394,0.177898481,0.104650699,19.38471903,13.87073843,18.31125073,19.25595461,18.71875371,17.22376874,53.07370411
21ca6739-176f-4e5e-a6c7-44ef4185094b,-370.8554688,39.06238937,9.779802322,2.649383783,-1.002990961,6.892722607,6.617696285,-0.256363034,-3.349881887,1.878352642,-2.680404663,1.015499353,-2.238721609,0.480966538,0.461570442,0.393127084,0.377389401,0.414083421,0.456781834,0.414616853,0.482691884,0.488475263,0.439184904,0.425373435,0.403127819,15.85062502,13.17357298,14.79140113,16.52633233,17.80685614,18.33534151,41.4258087
66bd4211-2034-4cde-82ad-59aeff6e7eb8,-491.2865601,34.39654541,-16.34492683,10.34460449,-11.10757637,10.869874,-11.05744457,2.830238819,-7.511904716,-5.511627197,-4.226929188,-6.002832413,-0.371281356,0.266595155,0.26088199,0.255538881,0.262684435,0.267368078,0.251291305,0.243898422,0.236765251,0.233501524,0.262576282,0.27362898,0.255274564,11.55556946,9.311664326,10.71221669,11.39605393,12.47244799,12.81863221,30.6136902
b0195245-c895-41b3-bd4d-2da0c446c9a9,-387.1852417,44.21123886,-15.60108757,8.576495171,-6.637272835,-5.282708168,-15.97606373,-0.365950674,-12.89832401,-0.730281949,-3.568193197,-4.041112423,-2.977651834,0.507847846,0.550053239,0.540426552,0.56382978,0.508452237,0.505933225,0.515004039,0.485202461,0.507851779,0.460311353,0.462275445,0.445537299,15.54901223,12.63314314,14.89446723,15.36552707,17.66677493,18.80617154,49.79896462
1f34380a-2560-438b-bd2a-6a73f31eedd0,-447.3309326,37.31499863,-9.60710144,7.583051682,-10.05332661,10.34156036,-21.55031776,-5.636667252,-12.73709869,3.051438808,-0.765514493,-6.527147293,-0.643053472,0.383337826,0.398976058,0.482983708,0.480982274,0.472107977,0.551780879,0.622422218,0.513781071,0.486871749,0.411337048,0.399094015,0.404200137,15.12288935,11.80443867,15.27107931,15.67323014,17.72652382,17.55938223,53.57240655
cd99d9c4-3ec2-4cc8-803b-e2db85f02c8a,-333.6675415,65.86999512,-2.585794449,32.27804947,-7.11857748,13.14953041,-12.54415321,-7.434107304,-2.311455488,-6.853987694,-5.207256317,-6.776887894,1.718991399,0.399393857,0.328275234,0.291555166,0.298847675,0.322135001,0.335389197,0.340671062,0.397553235,0.540746093,0.49605906,0.411757946,0.46964398,17.01219064,15.62717452,15.87549718,13.68614534,16.12007854,16.11462647,45.78702376
ff48c5bf-49f2-47c7-a60e-75a83796c429,-463.9047546,26.17699623,-9.146548271,2.965000391,-17.93558693,12.41102314,-18.10272598,7.103029728,-23.36556435,-3.016583443,-1.689051628,-11.73061943,3.197106123,0.270292908,0.261355162,0.284277797,0.310447454,0.350343257,0.388235897,0.408858955,0.464440942,0.44992435,0.39873454,0.319895953,0.274709642,14.04568325,14.13893135,17.26271326,15.99098485,16.02200196,18.96016515,53.28222542
228b8f67-e43d-4ed3-80ab-7695baa48107,-377.0266113,34.09807587,-26.49398613,16.49564552,-14.97737885,6.913390636,-18.69675064,-3.810647726,-7.948335648,-5.483444691,1.685972571,-8.343261719,-3.294537306,0.354149073,0.348527282,0.472522348,0.553634822,0.682169914,0.438634634,0.392767072,0.383230627,0.370558858,0.393986255,0.421952039,0.370712101,15.79853458,13.5596656,15.01053488,16.5914033,16.50935419,19.04849226,52.15628536
e8fcc9ab-fc99-4996-82d2-e55027744ef5,-388.6614075,75.05579376,-4.07022953,9.274193764,-4.885949135,-1.060734868,-1.754280686,-3.146524191,-9.89435482,-0.604557514,-4.651373863,-10.93181705,-5.013734818,0.581533313,0.321599752,0.2321551,0.225563392,0.222408935,0.267530888,0.406627834,0.441758305,0.356515884,0.283890486,0.308088481,0.491863221,19.7372075,16.21141548,16.80180746,16.93410706,18.75789714,21.8763799,44.2858566
45de24c5-91a7-4ca3-95bd-b260f6298a2a,-411.0254822,41.97883606,-39.04611588,22.85499191,-6.912834167,-1.180916667,-13.39467621,-13.77649879,-7.621022224,-2.753222704,-4.449368477,-9.02016449,1.857935071,0.429379582,0.396814823,0.383472472,0.350967973,0.348498702,0.348534763,0.368690729,0.383441895,0.411661834,0.389166653,0.410757393,0.45122245,14.62789827,12.00591938,14.70414227,15.68847472,16.76528791,19.42164539,40.49067631
f49c9c64-2d48-4932-830e-081613ebf90f,-521.6275024,11.67409897,-4.227540493,4.395895958,-3.737231493,-0.280158937,-5.916661263,-2.582055807,-3.297351837,-1.372918725,0.361799419,-0.494981378,0.014622598,0.592881083,0.639601409,0.645204306,0.653714478,0.59302479,0.572660744,0.575793386,0.604925036,0.585269213,0.563801348,0.563649714,0.570627928,13.08236826,10.69929465,13.48171805,14.13915051,15.20342177,16.35395348,47.58586164
4f8c5fad-0bd3-4bf0-a781-3eff8685d8f8,-522.5401611,10.88561821,-6.424043179,0.944755018,-12.11221504,5.11040926,-5.22707653,-0.88649112,-3.158165932,-4.256536484,2.312853813,-2.896068811,-0.447248638,0.553560853,0.507076085,0.556419253,0.451704502,0.493042439,0.546132505,0.447352171,0.363359064,0.345157087,0.445886672,0.423492789,0.536807954,13.6744352,11.20810189,13.04461327,15.03266597,15.68611557,17.3164283,44.16061431
21010dac-768d-45d0-bef3-fbc62a969fe9,-708.3860474,96.38105774,0.043982334,48.09527588,-13.64522457,23.9129734,-1.317646265,12.62415409,9.98654747,-0.526910782,8.649447441,-4.546387672,4.956543446,0.419617295,0.408767998,0.4835051,0.547338426,0.56823194,0.696002781,0.730608642,0.678409755,0.628841937,0.680600226,0.59605515,0.502320111,14.91239573,11.35042163,13.18611895,14.74917417,14.53433837,14.97017635,52.16359709
97f19c02-d8b0-4cfd-89da-41b0fdab1c5b,-410.8200989,61.48528671,-12.16686344,3.463222265,-20.58571815,16.8824501,-10.91204262,-16.17741394,-8.424245834,-12.5809164,1.147264481,1.029577255,-3.267821789,0.389361471,0.35255757,0.292414248,0.270132422,0.299466163,0.365760058,0.302384317,0.258350313,0.254298329,0.264973044,0.313924789,0.363600135,13.75691114,11.54294976,14.27692094,14.50079583,17.17169185,19.07375738,38.23654047
cd9de27d-87fa-43e6-a452-8cdaba3eae4c,-297.2920227,64.15589142,-41.58406067,43.70848846,-29.76161003,16.27691841,-11.40416908,0.225635648,-7.940725803,-11.74527645,0.009071383,-4.065042019,0.267329872,0.611590505,0.480839908,0.461737484,0.496325463,0.565196157,0.517969012,0.460589707,0.348403305,0.267646492,0.328555465,0.552920341,0.601249993,17.18766831,11.33281472,13.99723668,15.63180827,17.28766899,18.15809935,58.04675587
26412427-b0a5-4676-a750-56e481a37bd7,-370.1643372,58.94512177,6.691499233,11.29938889,15.48934174,22.67398071,11.92199135,10.13696384,6.493069649,10.04378605,12.71254826,6.080328465,2.380101919,0.55555582,0.33720243,0.24357304,0.228772238,0.264068574,0.356403142,0.296848089,0.285775065,0.315522879,0.370622814,0.647474527,0.776295066,17.44911966,12.94928403,14.38395439,15.01815634,17.29315081,15.51951578,46.46972833
bafa6cf7-bbb6-478c-bfb9-afcff8e58c8c,-725.2781372,72.90050507,-55.92123795,44.36731339,-23.10647964,3.727796555,-7.280988693,-2.731107473,-5.749576569,-5.525036335,-0.57783097,-9.286522865,0.265630305,0.535888731,0.552833438,0.595792115,0.54637146,0.553975642,0.589478433,0.628015697,0.673074245,0.663371027,0.66254276,0.61639601,0.559218645,15.55167006,10.98955192,13.3341132,13.18724282,14.48652881,17.74745782,49.47314665
bca2f8ed-377b-4507-b083-9883f55be910,-520.9974976,40.50426865,0.874745786,1.008630872,-3.02144599,0.287487656,-1.436329246,-3.573144674,-3.115727425,-3.742882729,-2.270329714,-2.26794672,-3.344157934,0.631674826,0.592406154,0.63874203,0.663969755,0.638625443,0.576521695,0.557407558,0.583227932,0.605763614,0.632357061,0.621518373,0.618481815,15.36275256,10.96407755,13.14705938,13.36411074,14.75643959,14.81311209,44.64778374
496692fa-e924-4833-ab5a-27b239b4f4c9,-734.0684204,22.52227592,-0.331638426,7.683318138,0.434491426,3.414632082,-3.050030947,-3.841324329,-2.609339237,-2.156706095,-1.398570538,-2.841660976,3.135865927,0.219057605,0.187529355,0.187368587,0.194128096,0.19207865,0.19317475,0.196581811,0.165754974,0.162478477,0.189629585,0.201884642,0.238521248,15.91993051,14.45730251,16.10346578,15.87309001,16.1528426,16.37613349,27.42590528
7d9ef0c0-a167-4a84-9018-717b4d4eba9b,-851.1506348,4.951533794,-5.302102566,4.999936581,-7.010696411,3.599438667,-9.280022621,1.375305772,-1.849712253,-1.743753791,3.173380375,-1.492839932,2.12364459,0.04246619,0.045091722,0.047261409,0.069160603,0.079124972,0.09065374,0.133308604,0.102855474,0.045050107,0.034400791,0.040886253,0.043018717,14.81934167,14.31872983,14.81779223,14.80637525,15.19758444,16.29164716,21.86169377
b2a757be-106b-443a-a8be-cf3e96a5939a,-390.7471008,59.23261642,-100.3833008,65.54020691,-61.69252777,35.33779526,-23.56996727,1.870205283,5.423494816,-19.08525276,20.45796013,-18.44304657,10.1002903,0.365439951,0.41460079,0.445474207,0.454866141,0.480517805,0.44794172,0.366610736,0.322043568,0.307649791,0.314944953,0.320163429,0.316803396,15.62318763,15.28225849,20.10482944,21.94904937,22.86355613,24.03035648,62.0796431
88dff54d-6c36-47c9-ad32-b2b58b6bd12d,-638.0259399,119.5868683,-46.07217407,33.97721863,-20.53816032,23.33476448,-7.223269939,-3.389834642,-24.29264641,2.530874252,14.2873354,-1.110107303,-8.637638092,0.332537591,0.399900734,0.357741952,0.314322412,0.333804727,0.536132813,0.717809379,0.719088435,0.494315058,0.30613783,0.233450979,0.26821211,13.47594282,11.85413882,15.47922974,18.63018083,18.06231481,18.73423905,50.30207772
1129baff-0783-418e-88c8-c8e5d7907e0c,-432.5918579,25.21350288,-13.45214367,19.42200089,-21.25115204,0.875996709,-15.48242664,0.765668511,-4.595477104,1.581350803,1.507369995,-7.083923817,1.286519289,0.226506025,0.212733984,0.210575402,0.259864718,0.25275743,0.248654366,0.293741614,0.251350999,0.24125804,0.191423506,0.198695749,0.22913,14.24107273,12.40845312,14.98507625,15.3115098,15.97232055,15.89023802,37.03087489
8fbf1963-5388-4eee-8d9f-8e00a1908956,-505.8392334,27.41493416,-17.82420921,6.7964077,-6.504658222,6.347836018,-9.50762558,-9.555039406,-9.355535507,-1.298688531,-2.982499599,-5.968690395,-3.179763794,0.549762487,0.640994608,0.61892134,0.528111994,0.444568276,0.436194599,0.482267201,0.577514172,0.552544653,0.489696354,0.509137869,0.551724672,16.42744499,12.72115478,15.2674096,15.41375675,16.75638904,17.95744724,45.5126619
2bd5dc2a-589a-4e73-9a12-6cbcbd404e9a,-435.1419373,21.28453827,-20.15057182,11.09226131,-9.673689842,9.251185417,-10.61999416,-6.727702618,-9.437389374,-5.872312546,-1.864531636,-4.798779011,3.087472677,0.435266525,0.384747654,0.363464504,0.373794883,0.391349554,0.422384083,0.494128197,0.489961892,0.449381411,0.481420249,0.535698533,0.526408255,15.20995594,13.08399543,15.79768466,15.66492376,16.63066671,18.28600099,50.71931886
9b919757-54c4-4d09-a3a5-9e4b534d8ed6,-233.1090851,78.31510162,-20.33750916,32.52980804,-38.2382164,9.101418495,-24.90870857,-9.144639969,-22.24447823,-7.367853642,3.481892347,-15.42927456,1.87778163,0.382743031,0.364910692,0.352411985,0.424584121,0.426844567,0.447858691,0.378619075,0.335671127,0.306656063,0.313998014,0.331897467,0.359454334,16.58449902,14.21406907,17.49274256,17.28803148,20.14952515,18.95962153,59.18180328
0c1a9ce3-5a0a-4651-8e72-b4e63feb0c19,-388.6253357,48.12227249,-10.06476116,2.566576481,-19.45868683,-14.50993824,-18.25671196,-11.67425442,-10.29380226,-10.47432899,-3.63775444,-5.028904915,-1.762675524,0.513382673,0.474815428,0.397529364,0.41040808,0.48244071,0.504526019,0.452203989,0.421118408,0.38571623,0.435119361,0.439347625,0.452028751,14.29538502,15.06136048,16.42464072,16.33044391,16.94690356,17.58519529,47.53479509
3408ad6f-cff0-4d3a-8ce7-a65586040543,-529.1618652,113.728035,-28.04519844,29.79184341,-34.18081284,32.69844818,-29.48298836,5.194891453,6.106398582,-4.090822697,-7.463387966,-6.370423317,4.62331295,0.490726888,0.326471716,0.26291728,0.210394666,0.218995377,0.341936052,0.302080989,0.28251183,0.309378862,0.355060399,0.424721986,0.454960495,15.26992989,12.35894621,18.65037561,19.80547709,21.4213506,18.87747694,57.92057032
96247158-a23c-45d1-a3a8-61ef2a2ac737,-481.9076538,38.29147339,-9.997331619,8.614997864,-13.36399651,16.37186813,-11.89732933,0.000700249,-4.734108448,-3.631539345,-0.821259618,-2.934151888,1.602794409,0.563288689,0.560108125,0.579917252,0.6157251,0.574592292,0.575910151,0.567693889,0.581285715,0.599489868,0.579766572,0.591851294,0.594777822,14.61906144,11.35334204,13.8072395,13.91721165,15.83763278,16.00569804,47.6636525
89bb7d99-45fd-4199-90d1-ac000fa68a65,-538.6069336,11.77632809,-9.025192261,1.879187584,-6.393675804,5.858223438,0.294896841,-0.157526866,-2.040791273,-7.038198948,1.832944989,-7.092760086,-2.435637236,0.592802942,0.579443097,0.579890609,0.618028462,0.660161138,0.705543816,0.667335808,0.644670844,0.632018924,0.604303896,0.601391137,0.610657573,13.40249987,10.76121179,13.03656435,14.17398913,14.9229967,15.68611391,43.20968084
ed8a4da1-8b75-4251-abe4-9106306a81d7,-478.8075562,38.50631714,-8.729290009,17.96384811,-2.746141911,13.10346031,-7.593578339,-4.051651955,-1.440704584,1.587975979,-3.302780867,-11.33901119,-3.655866385,0.472328186,0.351505071,0.333222449,0.318766207,0.319794416,0.275939584,0.415955871,0.54351759,0.555455983,0.41917339,0.378632069,0.563173413,15.50954204,12.15941324,16.09856896,16.2153602,19.70897286,17.53222761,48.49112713
d265e58a-faa2-4e94-ac77-9b43fc7fb3fb,-360.0454102,34.35350037,-41.04110336,15.03990173,-27.80583572,12.76234627,-24.53762436,0.549868703,-12.87062073,-0.905828774,-5.956380367,-9.501881599,4.593421459,0.27338025,0.293685734,0.340612471,0.329189032,0.349141896,0.394310206,0.304718077,0.308180362,0.353217095,0.324683547,0.288065314,0.268666983,14.87507752,13.69951963,15.32308812,16.22893178,17.3901237,17.74557266,45.74785287
a5f1c322-63f6-4f4f-8f66-8ba2315b04ae,-374.1427307,78.8480835,-26.8619976,-3.765984058,-33.75624466,6.264129639,-17.97882271,-7.613011837,-11.89521503,-16.51703262,-1.946312547,-7.950706005,-4.019235134,0.533990204,0.510979295,0.499493152,0.526046932,0.516059518,0.462946266,0.421067804,0.436458826,0.420163155,0.414183974,0.427752346,0.464445084,16.72829292,11.94839902,14.73282029,15.69728205,17.00663449,19.21915461,53.48217603
684b9d4d-36be-44c4-90c1-91afd98e7ff3,-421.0043945,43.57294846,-23.66497231,13.72027206,-9.189049721,0.917919397,-19.41156197,-10.68367672,-5.181193829,-6.169103146,-3.115720749,-5.849810123,-2.424448013,0.44536221,0.460066915,0.395681024,0.343016922,0.318692446,0.332705587,0.376778066,0.390214294,0.383503854,0.388111591,0.408643007,0.407427311,15.87895735,13.75302046,16.21512617,16.39118594,17.91559763,17.87972591,45.95804188
2df2d29d-4cba-4ae2-a91f-67e36c52f91e,-448.013855,23.72960281,-11.07773876,8.058239937,-4.721910954,6.177420139,-3.692899704,-6.028170586,-1.624569058,-0.541732371,-4.984710217,-6.403079033,-0.601397038,0.15897575,0.145832777,0.143265218,0.161920145,0.197174132,0.179881364,0.174284533,0.203747317,0.257258385,0.265649825,0.248616815,0.203276753,13.70579006,11.67892771,13.53711071,13.49173333,15.42643263,16.4730985,25.5862383
c827414e-9e4b-4465-b2fb-c57d3d431837,-418.935791,35.48852158,-18.77211571,12.43887711,-15.05118179,9.215164185,-13.6222496,-0.402023494,-9.187322617,-7.614555359,-3.091999292,-8.838845253,-0.457583219,0.466459692,0.491476476,0.532607317,0.533852518,0.478039056,0.494587988,0.489940107,0.457209677,0.407302022,0.448982328,0.486145169,0.498793006,15.98777102,11.71895709,13.27424029,14.47540342,16.60016338,16.41633493,47.46155699
7f58cd54-3414-4b3d-a418-8438d549df31,-394.4180298,72.31176758,12.28434563,-7.29680872,10.96751308,-1.420496225,5.218008041,-2.025692225,-3.007004023,-9.447202682,-4.338647842,-3.271546125,-3.326943636,0.387248337,0.457881719,0.540134251,0.592391729,0.538070381,0.398861378,0.333943248,0.345053762,0.333947003,0.451319396,0.425165087,0.407785028,16.94506199,13.11585842,16.06490719,15.66826954,17.2194016,16.66940358,49.32005263
eaa29e9c-8822-4425-ae74-273470eda1cd,-721.5744629,62.33280182,-29.03455734,34.82630539,-25.89579201,22.9831562,-18.9389267,9.541483879,-8.709953308,-2.152297497,0.0339563,-6.309834003,4.405930519,0.612583041,0.627223969,0.624162734,0.625446677,0.612881839,0.64241004,0.673133254,0.703337669,0.697791636,0.646005273,0.618175566,0.596370399,12.33914229,10.39271496,12.76186002,13.34077417,14.65244075,15.11496382,55.10517588
cb54bd94-1124-4573-9d46-33f1cdb7359c,-633.5377197,26.90412331,-13.33761215,1.062768579,-4.960255623,-1.946487665,-3.522202015,-5.712385178,-1.269786954,-2.359972954,-2.763376474,-0.844791174,-1.831568241,0.259067804,0.279681772,0.267851144,0.251292378,0.237389803,0.246629253,0.240309849,0.230102062,0.231500253,0.254767865,0.245173335,0.241494402,11.77777604,9.8670425,11.0867987,11.41652768,12.43425801,13.31795125,24.05175901
